Step,Completed?,Item/Objective,Category,Location,Notes
2367,FALSE,Dragoncrest Greatshield Talisman,Talisman,"Elphael, Brace of the Haligtree","Go back to Drainage Channel SoG. Climb tree root, move North along the beams and roots until you can reach the roof of a building using a tree root. Fall through hole to beams on high level. Find chest"
2368,FALSE,Ghost-Glovewort Picker's Bell Bearing 3,Bell Bearing,"Elphael, Brace of the Haligtree","Exit building and turn left, at end of path guarded by enemies. This allows you to purchase level 7, 8, and 9 upgrade mats from Twin Maiden Husks"
2369,FALSE,Haligtree Roots,SoG/Location,"Elphael, Brace of the Haligtree","Go back in building where you found the Dragoncrest Greatshield Talisman, take elevator"
2370,FALSE,Traveler's Set,Armor Set - Partial,"Elphael, Brace of the Haligtree",In room in same hallway as boss room. Does not have a helmet
2371,FALSE,"Malenia, Blade of Miquella",Boss,"Elphael, Brace of the Haligtree","Once defeated, drops Malenia's Great Rune and Remembrance of the Rot Goddess"
2372,FALSE,Malenia's Great Rune,Great Rune,"Elphael, Brace of the Haligtree","Dropped by Malenia, Blade of Miquella"
2373,FALSE,Remembrance of the Rot Goddess,Remembrance,"Elphael, Brace of the Haligtree","Dropped by Malenia, Blade of Miquella. This can be turned in to Enia for the Hand of Malenia or Scarlet Aeonia incantation"
2374,FALSE,"Malenia, Goddess of Rot (SoG)",SoG/Location,"Elphael, Brace of the Haligtree",Found after beating Malenia
2375,FALSE,Scarlett Aeonia,Event,"Elphael, Brace of the Haligtree","After resting at the Malenia, Goddess of Rot SoG, approach the Scarlett Aeonia in the arena and return the Unalloyed Gold Needle to receive the Miquella's Needle"
2376,FALSE,Miquella's Needle,Quest Item,"Elphael, Brace of the Haligtree","Received after defeating Malenia, returning to her boss arena, and giving the Unalloyed Gold Needle to the Scarlet Aeonia"
2377,FALSE,Somber Ancient Dragon Smithing Stone,Upgrade Mat,"Elphael, Brace of the Haligtree","Received after defeating Malenia, returning to her boss arena, and giving the Unalloyed Gold Needle to the Scarlet Aeonia"
2378,FALSE,Malenia's Set,Armor Set,Roundtable Hold,"Sold by Enia after defeating Malenia, Blade of Miquella"
2379,FALSE,Lord's Divine Fortification,Incantation,Roundtable Hold,"Talk to Gideon after defeating Malenia, Blade of Miquella to receive this"
2380,FALSE,Dung Eater,NPC,Subterranean Shunning-Grounds,Return to Dung Eater here and give him the Seedbed Curses to receive the Mending Rune of the Fell Curse. NOTE: Not available if you've given him the Seluvis' Potion and received the Dung Eater Puppet ashes
2381,FALSE,Mending Rune of the Fell Curse,Quest Item,Subterranean Shunning-Grounds,Given by Dung Eater after giving him all Seedbed Curses. NOTE: Not available if you've given him the Seluvis' Potion and received the Dung Eater Puppet ashes
2382,FALSE,Omen Set,Armor Set,Subterranean Shunning-Grounds,Reload the area to find this armor set. NOTE: Not available if you've given him the Selvuis' Potion and received the Dung Eater Puppet ashes
2383,FALSE,Isolated Divine Tower,SoG/Location,Leyndell,Travel to the Divine Bridge SoG and use the teleporter near the Giant Golem enemy. Activate Malenia's Great Rune
2384,FALSE,Malenia's Great Rune,Great Rune,Leyndell,Activate at the top of the Isolated Divine Tower
2385,FALSE,Gowry,NPC,Caelid,"Return to him and speak to him. He will stop acting as a merchant. You can now kill him to get Flock's Canvas Talisman and Gowry's Bell Bearing. If you fought Millicent, he will be dead and you can pick these up immediately"
2386,FALSE,Flock's Canvas Talisman,Talisman,Caelid,Available from Gowry after completing Millicent's questline
2387,FALSE,Gowry's Bell Bearing,Bell Bearing,Caelid,Available from Gowry after completing Millicent's questline
2388,FALSE,Mountaintops of Giants Part 3,Checkpoint,Mountaintops of Giants,"Continue from Freezing Lake SoG in the Mountaintops of Giants. Contains Ghost Glovewort 9, Great Grave Glovewort, Grave Glovewort 1, 3, 7, 8, Smithing Stone 5-7, Somber Smithing Stone 7, 8"
2389,FALSE,Borealis the Freezing Fog,Boss,Mountaintops of Giants,Middle of the frozen lake. Drops Dragon Heart and unlocks Borealis' Mist in the Cathedral of Dragon Communion. This makes it easier to traverse the lake
2390,FALSE,Dragon Heart,Key Item,Mountaintops of Giants,Dropped by Borealis the Freezing Fog
2391,FALSE,Whiteridge Road,SoG/Location,Mountaintops of Giants,"Found navigating the frozen lake, hugging the West side and heading South, eventually finding a path leading past some giant dogs. This is outside of an encampment and near the map, right before a fortress"
2392,FALSE,Melina,NPC,Mountaintops of Giants,Speak to Melina at Whiteridge Road SoG
2393,FALSE,Stonesword Key,Key Item,Mountaintops of Giants,"Continue South from Whiteridge Road SoG, near prelate enemy"
2394,FALSE,Giant's Gravepost,SoG/Location,Mountaintops of Giants,"Continue South from Whiteridge Road SoG or the Stonesword Key, crossing huge chain across canyon"
2395,FALSE,Map: East Mountaintops of the Giants,Map,Mountaintops of Giants,On a pillar near the Giant's Gravepost SoG
2396,FALSE,Ash of War: Seppuku,Ash of War,Mountaintops of Giants,East of Freezing Lake SoG. Kill invisible scarab circling a tree
2397,FALSE,Spirtcaller Cave,SoG/Location,Mountaintops of Giants,Head South from the Freezing Lake SoG and hug the West cliff face. Requires 2 Stonesword Keys to access
2398,FALSE,White Reed Set,Armor Set,Spiritcaller Cave,Does not include head piece. Found near dual spirit caller snail enemeies
2399,FALSE,"Godskin Apostle, Godskin Noble, and Spirit-Caller Snail",Boss,Spiritcaller Cave,Fought successively. Drops Black Flame Ritual Incantation and Godskin Swaddling Cloth talisman
2400,FALSE,Black Flame Ritual,Incantation,Spiritcaller Cave,Dropped by Trio Godskin boss
2401,FALSE,Godskin Swaddling Cloth,Talisman,Spiritcaller Cave,Dropped by Trio Godskin boss
2402,FALSE,First Church of Marika,SoG/Location,Mountaintops of Giants,Southeast part of frozen lake. Contains Sacred Tear and Somberstone Miner's Bell Bearing 3
2403,FALSE,Melina,NPC,Mountaintops of Giants,Talk to Melina at SoG
2404,FALSE,Sacred Tear,Flask,Mountaintops of Giants,Found in First Church of Marika
2405,FALSE,Somberstone Miner's Bell Bearing 3,Bell Bearing,Mountaintops of Giants,Found outside First Church of Marika. Unlocks ability to purchase level 5 and 6 Somber upgrade mats from Twin Maiden Husks
2406,FALSE,Lord Contender's Evergaol,Evergaol,Mountaintops of Giants,"From First Church of Marika, head West past the giant dog enemies. Up on plateau. Contains Roundtable Knight Vyke boss"
2407,FALSE,Roundtable Knight Vyke,Boss,Mountaintops of Giants,Found in Lord Contender's Evergaol. Drops Vyke's Dragonbolt Incantation and Fingerprint Set
2408,FALSE,Vyke's Dragonbolt,Incantation,Mountaintops of Giants,Dropped by Roundtable Knight Vyke
2409,FALSE,Fingerprint Set,Armor Set,Mountaintops of Giants,Dropped by Roundtable Knight Vyke
2410,FALSE,Guardians' Garrison,SoG/Location,Mountaintops of Giants,Warp back to the Whiteridge Road SoG and head West
2411,FALSE,Chief Guardian Arghanthy,Enemy,Guardians' Garrison,Named enemy at the top of the Guardians' Garrison. Drops One-Eyed Shield
2412,FALSE,One-Eyed Shield,Greatshield,Guardians' Garrison,Dropped by Chief Guardian Arghanthy
2413,FALSE,Giant's Prayerbook,Prayerbook,Guardians' Garrison,"Found in chest at the top of the tower near the Chief Guardian Arghanthy enemy. Give to Miriel in the Church of Vows to unlock Giantsflame Take Thee and Flame, Fall Upon Them Incantations"
2414,FALSE,Ash of War: Prelate's Charge,Ash of War,Mountaintops of Giants,South from Guardians' Garrison. Find scarab hanging from a tree
2415,FALSE,Giant-Conquering Hero's Grave,SoG/Location,Mountaintops of Giants,"West from Giant's Gravepost SoG, jump over canyon to Mountaintops of Giants West region. Entrance is on top of cliff. Ghost Glovewort 9, Grave Glovewort 7, 8"
2416,FALSE,"Flame, Protect Me",Incantation,Giant-Conquering Hero's Grave,Found using a Stonesword Key in beginning of area
2417,FALSE,Cranial Vessel Candlestand,Great Hammer,Giant-Conquering Hero's Grave,Climb stairs after first fire-breathing pillar and use Stonesword Key
2418,FALSE,Giant Troll Enemy,Event,Giant-Conquering Hero's Grave,Killing the Giant Troll enemy by luring it to a ring of light will unlock the boss door. You need to send the lift back up after you get to this area
2419,FALSE,Giant's Seal,Seal,Giant-Conquering Hero's Grave,Fall off bridge that had Giant Troll
2420,FALSE,Great Grave Glovewort,Upgrade Mat,Giant-Conquering Hero's Grave,Found near where you kill the Prelate for the Giant's Seal
2421,FALSE,Ancient Hero of Zamor,Boss,Giant-Conquering Hero's Grave,Drops Zamor Set and Zamor Curved Sword
2422,FALSE,Zamor Set,Armor Set,Giant-Conquering Hero's Grave,Dropped by Ancient Hero of Zamor
2423,FALSE,Zamor Curved Sword,Curved Greatsword,Giant-Conquering Hero's Grave,Dropped by Ancient Hero of Zamor
2424,FALSE,Bloody Finger Okina,Invader,Mountaintops of Giants,"Warp back to Giant's Gravepost, then head South/Southwest, heading toward the Southwest part of the region until you find the Church of Repose. You'll be invaded by this NPC here. Drops Rivers of Blood and Okina Mask"
2425,FALSE,Rivers of Blood,Katana,Mountaintops of Giants,Dropped by Bloody Finger Okina
2426,FALSE,Okina Mask,Helmet,Mountaintops of Giants,Dropped by Bloody Finger Okina
2427,FALSE,Church of Repose,SoG/Location,Mountaintops of Giants,West from the invasion point. Contains a Sacred Tear
2428,FALSE,Sacred Tear,Flask,Mountaintops of Giants,Found in the Church of Repose
2429,FALSE,Ancient Dragon Smithing Stone,Upgrade Mat,Mountaintops of Giants,Just Southeast of the Church of Repose in the mouth of the giant skull
2430,FALSE,Ash of War: Troll's Roar,Ash of War,Mountaintops of Giants,"Southeast from the Church of Repose, on top of the giant skull where you found the Ancient Dragon Smithing Stone (accessed by spiritspring)"
2431,FALSE,Foot of the Forge,SoG/Location,Mountaintops of Giants,"East from the Church of Repose. You'll see the chain leading across to the next area, go just past that and over the small cliff"
2432,FALSE,Golden Seed,Flask,Mountaintops of Giants,"North/Northeast from Foot of the Forge SoG, then East following upper path"
2433,FALSE,Starlight Shard,Key Item,Mountaintops of Giants,"Found Northeast from the Golden Seed, in a large stone structure"
2434,FALSE,Crimsonwhorl Bubbletear,Crystal Tear,Mountaintops of Giants,"Return to the Foot of the Forge SoG, then head Northeast until you reach a spot where you can go West down a narrow path along the cliff edge. End of path with hand enemies"
2435,FALSE,Iron Fist Alexander,Summon,Mountaintops of Giants,"If you have followed Alexander's questline to this point, you can summon him for this boss. His sign is just inside the boss arean"
2436,FALSE,Fire Giant,Boss,Mountaintops of Giants,East from the Foot of the Forge SoG. Drops Remembrance of the Fire Giant
2437,FALSE,Remembrance of the Fire Giant,Remembrance,Mountaintops of Giants,Dropped by Fire Giant. Can be given to Enia for the Giant's Red Braid or Burn O Flame! Incantation
2438,FALSE,Fire Giant (SoG),SoG/Location,Mountaintops of Giants,Found after defeating the Fire Giant
2439,FALSE,Miriel,NPC,Church of Vows,Return to Church of Vows to give him the Giant's Prayerbook
2440,FALSE,Giantsflame Take Thee,Incantation,Church of Vows,Received from Miriel after giving him the Giant's Prayerbook
2441,FALSE,"Flame, Fall Upon Them",Incantation,Church of Vows,Received from Miriel after giving him the Giant's Prayerbook
2442,FALSE,Forge of the Giants,SoG/Location,Mountaintops of Giants,Found on top of the forge after crossing the chain
2443,FALSE,Melina,NPC,Mountaintops of Giants,"Speak to Melina at Forge of the Giants, choose ""I'm ready"" option, and wait for cutscene to end"
2444,FALSE,Erdtree Aflame,Event,Mountaintops of Giants,Received after speaking to Melina at the Forge of the Fire Giants
2445,FALSE,Crumbling Farum Azula,Checkpoint,Crumbling Farum Azula,"Sent here after talking to Melina at the Forge of the Giants SoG. NOTE: There is no map of this region. Everything is unlocked as soon as you arrive. Also, everything will be lost in Leyndell, Royal Capital if you finish this area. Make sure you complete that section first. Contains Somber Smithing Stone 7-9, Smithing Stone 6-8"
2446,FALSE,Crumbling Beast Grave,SoG/Location,Crumbling Farum Azula,Progress until you find this first SoG
2447,FALSE,Nepheli Loux,NPC,Stormveil Castle,"Return to Godrick the Grafted SoG in Stormveil Castle and Nepheli should now be in the throne room with Kenneth and Gostoc. Not available if you gave Nepheli the Seluvis' Potion. Speaking to her here will give you an Ancient Dragon Smithing Stone. NOTE: This can be a bit buggy,  purchase something from Gostoc and then reload, this should make them appear"
2448,FALSE,Ancient Dragon Smithing Stone,Upgrade Mat,Stormveil Castle,Received from Nepheli Loux after completing her quest and finding her in the throne room
2449,FALSE,Gostoc,NPC,Stormveil Castle,Speak to Gostoc in the throne room where Nepheli is and you can purchase an Ancient Dragon Smithing Stone from him
2450,FALSE,Ancient Dragon Smithing Stone,Upgrade Mat,Stormveil Castle,"Gostoc will sell one for 20,000 runes if you finish Nepheli and Kenneth's quests"
2451,FALSE,Kenneth Height,NPC,Stormveil Castle,Speak to Kenneth Height in the throne room to get additional dialogue and wrap up his quest. No additional rewards are given
2452,FALSE,Hewg,NPC,Roundtable Hold,"Return to Roundtable Hold and speak to Hewg, he will have dialogue about the ""Godslaying Weapon"""
2453,FALSE,Dragon,Enemy,Crumbling Farum Azula,Just past the Crumbing Beast Grave. Drops an Ancient Dragon Smithing Stone
2454,FALSE,Ancient Dragon Smithing Stone,Upgrade Mat,Crumbling Farum Azula,Dropped by the unnamed dragon in the first part of this area
2455,FALSE,Crumbling Beast Grave Depths,SoG/Location,Crumbling Farum Azula,Just past the first Dragon fight
2456,FALSE,Great Grave Glovewort,Upgrade Mat,Crumbling Farum Azula,"Head into the next room, to the three windows. Turn right and hop on the roof, then go up and through the window on the right. Continue around, hugging the right wall. Found in an archway against the wall"
2457,FALSE,Ancient Dragon Prayerbook,Prayerbook,Crumbling Farum Azula,"From SoG, go to next room, then through doorway and downstairs, then go to bottom floor. Give this to Miriel to obtain Ancient Dragons' Lightning Spear and Ancient Dragons' Lightning Strike"
2458,FALSE,Tempest-Facing Balcony,SoG/Location,Crumbling Farum Azula,"From the room with the Ancient Dragon Prayerbook, exit to a balcony to find this SoG"
2459,FALSE,Glovewort Picker's Bell Bearing 3,Bell Bearing,Crumbling Farum Azula,"Return to the building, then exit through the Southwest doorway, use elevator to get to lower level. Follow path past Tentacle Giant enemies until you find a platform with water near a gazebo.  Allows for purchase of Ghost Glovewort 7,8,9"
2460,FALSE,Somberstone Miner's Bell Bearing 4,Bell Bearing,Crumbling Farum Azula,Found on the corpse near the Tempest Facing Balcony. Allows for purchase of level 7 and 8 upgrade mats from Twin Maiden Husks
2461,FALSE,Dragon Temple,SoG/Location,Crumbling Farum Azula,Jump across platforms heading to the Northeast to a building with this SoG just outside of it
2462,FALSE,Stonesword Key,Key Item,Crumbling Farum Azula,"From the Dragon Temple SoG, head through doorway, right, then down the stairs. East through hallway. Near dual sword enemy"
2463,FALSE,Great Grave Glovewort,Upgrade Mat,Crumbling Farum Azula,"Return to the Dragon Temple SoG, turn around and jump down to the stiars.Follow through building, then across broken pillar and up ladder. Found on a grave"
2464,FALSE,Azula Beastmen Ashes,Spirit Ashes,Crumbling Farum Azula,"Return to where you jumped down to the stairs from the Dragon Temple SoG, then jump down again to the next platform. Continue past enemies to room with graves"
2465,FALSE,Dragon Temple Transept,SoG/Location,Crumbling Farum Azula,"Continue from Azula Beastmen Ashes, you'll see a small ledge to drop down heading East"
2466,FALSE,Recusant Bernahl,Summon,Crumbling Farum Azula,Found just outside the boss gate for the Godskin Duo when coming from the Dragon Temple Transept SoG
2467,FALSE,Godskin Duo,Boss,Crumbling Farum Azula,Just past the Dragon Temple Transept SoG. Drops Ash of War: Black Flame Tornado and Smithing-Stone Bell Bearing 4
2468,FALSE,Ash of War: Black Flame Tornado,Ash of War,Crumbling Farum Azula,Dropped by Godskin Duo
2469,FALSE,Smithing-Stone Bell Bearing 4,Bell Bearing,Crumbling Farum Azula,Dropped by Godskin Duo. Allows for purchase of level 7 and 8 upgrade mats at Twin Maiden Husks
2470,FALSE,Dragon Temple Alter,SoG/Location,Crumbling Farum Azula,Appears after defeating the Godskin Duo
2471,FALSE,Ancient Dragon Smithing Stone,Upgrade Mat,Crumbling Farum Azula,"Take the North exit, continue along the platforms and ruined structures, then through hallway and up curving staircase on the right, South at the top, jump to pillar to reach the room"
2472,FALSE,Dragon Temple Lift,SoG/Location,Crumbling Farum Azula,"Head back across the pillar from the Ancient Dragon Smithing Stone, then turn left and you should see a mistgate. Needs two stonesword keys to open. Head down lift to SoG. We'll return to this later"
2473,FALSE,Golden Seed,Flask,Crumbling Farum Azula,"Return to the Dragon Temple Alter Lift SoG, then head out. Found past the fountain on the Golden Tree"
2474,FALSE,Golden Lightning Fortification,Incantation,Crumbling Farum Azula,"Past the tree, fall to bottom to find scarab"
2475,FALSE,Iron Fist Alexander,NPC,Crumbling Farum Azula,"Cross cliff from Dragon enemy, follow path. He will ask you to fight him. Do so to receive Shard of Alexander and Alexander's Innards"
2476,FALSE,Shard of Alexander,Talisman,Crumbling Farum Azula,Dropped by Alexander in Crumbling Farum Azula during his quest
2477,FALSE,Alexander's Innards,Quest Item,Crumbling Farum Azula,Dropped by Alexander in Crumbling Farum Azula during his quest
2478,FALSE,Ancient Dragon Apostle's Cookbook 4,Cookbook,Crumbling Farum Azula,"After defeating Iron Fist Alexander, continue West/Southwest across floating platforms and fallen pillars. You will eventually reach a pillar you have to drop to where you can see a gazebo on the other side and to the left. The cookbook is in that gazebo"
2479,FALSE,Jar-Bairn,NPC,Jarburg,"Give him Alexander's Innards, then reload area to find the Companion Jar Talisman and end his quest"
2480,FALSE,Companion Jar,Talisman,Jarburg,Dropped by Jar-Bairn after giving him Alexander's Innards
2481,FALSE,Ancient Dragons' Lighting Spear,Incantation,Crumbling Farum Azula,Received from Miriel after giving him the Ancient Dragon Prayerbook
2482,FALSE,Ancient Dragons' Lighting Strike,Incantation,Crumbling Farum Azula,Receive from Miriel after giving him the Ancient Dragon Prayerbook
2483,FALSE,Dragoncrest Shield Talisman +2,Talisman,Crumbling Farum Azula,"Return to bottom floor from Dragon Temple Lift SoG. Continue through door and go back down the stairs. Jump over broken platforms, look for corpse"
2484,FALSE,Dragon Temple Rooftop,SoG/Location,Crumbling Farum Azula,"Move through destroyed buildings to area with Crucible Knight. Just past him, jump on some roofs"
2485,FALSE,Drake Knight Set,Armor Set,Crumbling Farum Azula,"From Dragon Temple Rooftop SoG, head down to rooftops and past birds. Climb down ladder, then pivot left. Jump to floating platform and then to balcony. Around the other side in the chest"
2486,FALSE,Dragon,Enemy,Crumbling Farum Azula,Drops Ancient Dragon Smithing Stone
2487,FALSE,Ancient Dragon Smithing Stone,Upgrade Mat,Crumbling Farum Azula,Received from defeating the Unnamed Dragon in the area with the Drake Knight set
2488,FALSE,Somber Ancient Dragon Smithing Stone,Upgrade Mat,Crumbling Farum Azula,Found in Gazebo near unnamed Dragon
2489,FALSE,Golden Seed,Flask,Crumbling Farum Azula,"From Dragon, take path that leads to level that Eagles came from"
2490,FALSE,Dragon Towershield,Greatshield,Crumbling Farum Azula,"From the Dragon, look at the edge of cliff, go to floating rocks, past enemies, in a chest"
2491,FALSE,Boltdrake Talisman +2,Talisman,Crumbling Farum Azula,Take lift and continue past Crucible Knight and Misbegotten Fight. Climb ladder
2492,FALSE,Somberstone Miner's Bell Bearing 5,Bell Bearing,Crumbling Farum Azula,"Return to the Dragon Temple Rooftop SoG and head toward where the dragon was. From the Dragon, move forward up slope, past enemies. Enter building with beastmen. Item in front of altar. Unlocks level 9 upgrade mats at Twin Maiden Husks"
2493,FALSE,Beside the Great Bridge,SoG/Location,Crumbling Farum Azula,Take elevator in building with Bell Bearing
2494,FALSE,Getting to the Dragonlord Placidusax Boss Fight,Event,Crumbling Farum Azula,"Take elevator from SoG back to beastmen building. Exit, head toward edge of cliff. Look below cliff to find floating rocks that lead to platform. Once there, lie down and you will be transported to the area with Dragonlord Placidusax"
2495,FALSE,Dragonlord Placidusax,Boss,Crumbling Farum Azula,Drops Remembrance of the Dragonlord. Be sure to rest at the SoG after defeating him
2496,FALSE,Remembrance of the Dragon Lord,Remembrance,Crumbling Farum Azula,Dropped by Dragonlord Placidusax. Can be given to Enia for the Dragon King's Cragblade or Placidusax's Ruin Incantation
2497,FALSE,Dragonlord Placidusax (SoG),SoG/Location,Crumbling Farum Azula,Found after defeating Dragonlord Placidusax
2498,FALSE,Recusant Bernahl,Invader,Crumbling Farum Azula,"Return to Beside the Great Bridge SoG. Go on top of the bridge, go across and left, into buiding. Exit to balcony and descend a ladder and you will see a tower in front of you. On the bridge before the tower, you will be invaded. Drops Beast Champion Set, Devourer's Scepter, and Blasphemous Claw"
2499,FALSE,Beast Champion Set,Armor Set,Crumbling Farum Azula,Dropped by Recusant Bernahl
2500,FALSE,Blasphemous Claw,Key Item,Crumbling Farum Azula,Dropped by Recusant Bernahl
2501,FALSE,Devourer's Scepter,Great Hammer,Crumbling Farum Azula,Dropped by Recusant Bernahl
2502,FALSE,Old Lord's Talisman,Talisman,Crumbling Farum Azula,"In tower past the invasion event, in a chest"
2503,FALSE,Draconic Tree Sentinel,Enemy,Crumbling Farum Azula,"Return to the Beside the Great Bridge SoG, go back to the bridge, and head up. Drops the Malformed Dragon Set"
2504,FALSE,Malformed Dragon Set,Armor Set,Crumbling Farum Azula,Dropped by Draconic Tree Sentinel on the bridge leading to main boss in this area
2505,FALSE,Maliketh the Black Blade,Boss,Crumbling Farum Azula,"Drops Remembrance of the Black Blade. NOTE: FINISH FARMING ITEMS IN LEYNDELL, ROYAL CAPITAL PRIOR TO DEFEATING MALIKETH"
2506,FALSE,Remembrance of the Black Blade,Remembrance,Crumbling Farum Azula,Dropped by Maliketh the Black Blade. Can be turned in to Enia to receive Maliketh's Black Blade or Black Blade Incantation
2507,FALSE,"Leyndell, Capital of Ash",Checkpoint,"Leyndell, Capital of Ash","Once you are transported to this area, rest at the Leyndell, Capital of Ash SoG"
2508,FALSE,Ghost,Ghost,NPC,"Found near the Leyndell, Capital of Ash SoG, speak to it for lore"
2509,FALSE,Erdtree's Favor +2,Talisman,"Leyndell, Capital of Ash","Return to the Forbidden Lands SoG, then take elevator back up. Follow path that leads back to Leyndell and ignore the enemies. Found in courtyard with Ulcerated Tree Spirit, on broken tree log. There is an ulcerated tree spirit roaming the area and another that will popup when you get close. If you swing around the stairs and hug the wall to the left, you can sneak past both"
2510,FALSE,Somber Ancient Dragon Smithing Stone,Upgrade Mat,"Leyndell, Capital of Ash","From Leyndell, Capital of Ash SoG, move West keeping dragon statue/corpse to left. Enter destroyed building, climb ladder. Found on corpse near wandering Valient Gargoyle"
2511,FALSE,Crimson Amber Medallion +2,Talisman,"Leyndell, Capital of Ash","From Leyndell, Capital of Ash SoG, head South toward buildings and you'll see a hole on the ground, with a manhole cover near it. Jump down to wooden beam below and find on a corpse"
2512,FALSE,Goldmask,NPC,"Leyndell, Capital of Ash","From Leyndell, Capital of Ash SoG, head Southwest to curved staircase. Right of staircase and down a slope. Cross broken bridge, then go left to find him. Interact to receive the Mending Rune of Perfect Order. NOTE: Do not speak to Choryn yet, you'll pass by him on the way to Goldmask, but do not speak to him"
2513,FALSE,Mending Rune of Perfect Order,Quest Item,"Leyndell, Capital of Ash",Received from Goldmask if you've followed his questline. Needed for an ending
2514,FALSE,Goldmask's Set,Armor Set - Partial,"Leyndell, Capital of Ash",Reload area where you last found Goldmask and his armor will be there. The mask is found earlier in the guide
2515,FALSE,Corhyn,NPC,"Leyndell, Capital of Ash","Southwest from Leyndell, Capital of Ash SoG, base of giant spear. Exhaust dialogue then reload area to receive Corhyn's Robe, flail, and Corhyn's Bell Bearing"
2516,FALSE,Corhyn's Robe,Chest Armor,"Leyndell, Capital of Ash",Received after exhausting the last of Corhyn's dialogue and reloading the area. Not part of an armor set
2517,FALSE,Corhyn's Bell Bearing,Bell Bearing,"Leyndell, Capital of Ash",Received after exhausting the last of Corhyn's dialogue and reloading the area
2518,FALSE,Flail,Flail,"Leyndell, Capital of Ash",Received after exhausting the last of Corhyn's dialogue and reloading the area
2519,FALSE,"Sir Gideon Ofnir, the All-Knowing",Boss,"Leyndell, Capital of Ash",Go to curved staircase and climb them into the building. Drops the All-Knowing Set and the Scepter of All-Knowing
2520,FALSE,All-Knowing Set,Armor Set,"Leyndell, Capital of Ash","Dropped by Sir Gideon Ofnir, the All-Knowing"
2521,FALSE,Scepter of the All-Knowing,Hammer,"Leyndell, Capital of Ash","Dropped by Sir Gideon Ofnir, the All-Knowing"
2522,FALSE,Erdtree Sanctuary,SoG/Location,"Leyndell, Capital of Ash",Found after defeating Gideon Ofnir
2523,FALSE,Ghost,Ghost,"Leyndell, Capital of Ash","From the Erdtree Sanctuary SoG, continue out to balcony and look near the giant branch you can climb up. Gives additional lore"
2524,FALSE,Queen's Bedchamber,SoG/Location,"Leyndell, Capital of Ash","Continue up the giant root, continuing like you did to fight Morgott"
2525,FALSE,Erdtree Heal,Incantation,"Leyndell, Capital of Ash",Found near Queen's Bedchamber
2526,FALSE,"Hoarah Loux, the Warrior",Boss,"Leyndell, Capital of Ash",At the end of the area where you fought Morgott. Drops Remembrance of Hoarah Loux
2527,FALSE,Remembrance of Hoarah Loux,Remembrance,"Leyndell, Capital of Ash","Dropped by Hoarah Loux, the Warrior. Can be traded to Enia at the Roundtable Hold for the Axe of Godfrey or Ash of War: Hoarah Loux's Earthshaker"
2528,FALSE,Elden Lord Armor,Armor Set,Roundtable Hold,Sold by Enia after defeating Hoarah Loux
2529,FALSE,Elden Throne,SoG/Location,"Leyndell, Capital of Ash",Found after defeating Hoarah Loux
2530,FALSE,Radagon of the Golden Order and Elden Beast,Boss,"Leyndell, Capital of Ash",Final boss in the game. Drops Elden Remembrance
2531,FALSE,Elden Remembrance,Remembrance,"Leyndell, Capital of Ash",Dropped by Radagon of the Golden Order and Elden Beast boss. Can be traded to Enia at the Roundtable Hold to get the Sacred Relics Sword or Marika's Hammer
2532,FALSE,Fractured Marika,SoG/Location,"Leyndell, Capital of Ash",Found after defeating Elden Beast. NOTE: DO NOT do anything else except rest at the SoG. You can create a copy of your save file and reload to earn the ending achievements easier
2533,FALSE,Ending Prep,Checkpoint,Roundtable Hold,"This marker is used to remind you to do everything you need to with remembrances, farm for any items prior to the next playthrough, determine which ending you want, buy everything you can from all of the merchants if you haven't already"
2534,FALSE,Weeping Peninsula Bell-Bearing Mausoleum,Mausoleum,Weeping Peninsula,Found South of the Fourth Church of Marika. Duplicate Remembrance of the Starscourge. This makes Radahn optional on Journey 2  
2535,FALSE,East Liurnia Bell-Bearing Mausoleum,Mausoleum,East Liurnia,"Found East of the East Gate Bridge Trestle SoG. To get on top of this, you need to use the spirit spring nearby and then from above, drop down the large tombstone platforms in the cliff face. Wait for the Mausoleum to be close enough to jump to it. Duplicate Remembrance of the Blasphemous. This makes Rykard optional on Journey 2"
2536,FALSE,Mausoleum Compound Mausoleum 1,Mausoleum,East Liurnia,Non-Bell Bearing. Northwest from the Ruined Labyrinth SoG. Duplicate the Remembrance of the Regal Ancestor. This makes the Regal Ancestor optional on Journey 2
2537,FALSE,Mausoleum Compound Mausoleum 2,Mausoleum,East Liurnia,Non-Bell Bearing. Near Mausoleum Compound SoG. Duplicate the Rememberance of the Naturalborn. This makes Astel optional on Journey 2
2538,FALSE,Deeproot Depths Bell-Bearing Mausoleum,Mausoleum,Deeproot Depths,"Northof the Nameless Eternal City SoG. To access this one, you need to climb to the giant tree roots and then jump on top of it. Duplicate the Remembrance of the Blood Lord. This makes Mohg optional on Journey 2"
2539,FALSE,Mountaintops of Giants Bell-Bearing Mausoleum,Mausoleum,Mountaintops of Giants,East of Castle Sol Main Gate. Duplicate Rememberance of the Rot Goddess. This makes Malenia optional on Journey 2
2540,FALSE,Consecrated Snowfield Bell-Bearing Mausoleum,Mausoleum,Consecrated Snowfield,Found just outside of the Apostles Derelict. Duplicate Remembrance of the Lichdragon. This makes Fortissax optional on Journey 2
