Step,Completed?,Item/Objective,Category,Location,Notes
522,FALSE,Wrath from Afar,Incantation,Shadow Keep,"Take the lift up. Move along the rafters Northwest and go up the ladder. Continue along the rafters Southeast, then turn left at the last rafter. Look to your right and there will be a giant gear you can jump to"
523,FALSE,Fire Knight Hilde,Spirit Ashes,Shadow Keep,"Jump to the rafter to the North, then continue up the ladder. Turn left, then right along the rafters and activate the lift but DO NOT get in it. Instead, once the two lifts switch places, activate the one on the right and then jump on top of the one on the left as it is coming back up. Find this on the small ledge near the roof of this lift"
524,FALSE,"Shadow Keep, Back Gate",SoG/Location,Shadow Keep,"Jump back to the rafter. Head toward the Northwest and take the ladder on your left down. Head Northeast along this rafter and take the next ladder down. Head out the door to the North, turn right, and take the next lift toward the East. Follow the wood platforms down and take the next lift on the left. Find this SoG in the next room"
525,FALSE,Scadutree Fragment,Key Item,Shadow Keep,"Head into the room to the right of the Shadow Keep, Back Gate SoG and find this near the Marika statue"
526,FALSE,Secret Door,Secret,Shadow Keep,Perform the O Mother statue in front of the Marika statue and it will unlock and hidden door. This leads to the Hinterland SoG but we will return here later
527,FALSE,Hornsent,Summon,Shadow Keep,Found outside the boss arena. NOTE: This will not be available if you sided with Leda and killed Hornsent
528,FALSE,Messmer the Impaler,Boss,Shadow Keep,Return to Dark Chamber Entrance SoG and continue through the door to fight this boss. Drops the Remembrance of the Impaler and Messmer's Kindling 
529,FALSE,"Swordhand of Night, Jolan",Summon,Shadow Keep,Found inside the boss arena
530,FALSE,Remembrance of the Impaler,Remembrance,Shadow Keep,"Dropped by Messmer the Impaler in Shadow Keep. NOTE: DO NOT DUPLICATE THIS REMEMBRANCE. The boss is required for the second playthrough, so there is no reason to duplicate this on your first playthrough unless you intend to fight every remembrance boss on both playthroughs"
531,FALSE,Messmer's Kindling,Key Item,Shadow Keep,Dropped by Messmer the Impaler in Shadow Keep
532,FALSE,Messmer's Dark Chamber,SoG/Location,Shadow Keep,Found in Messmer's boss arena after defeating him
533,FALSE,Hornsent,NPC,Shadow Keep,Found in Messmer's boss arena after defeating him. Speak to him and exhaust dialogue
534,FALSE,Message from Leda,Key Item,Scadu Altus,Return to the Highroad Cross SoG and find this letter
535,FALSE,Recluses' River,Checkpoint,Recluses' River,Begin this section by returning to the Castle Watering Hole SoG near Shadow Keep
536,FALSE,Furnace Golem,Enemy,Recluses' River,"From the Castle Watering Hole SoG, head Southeast to find this Furnace Golem wandering. Kill it for the Oil Soaked Tear"
537,FALSE,Oil-Soaked Tear,Crystal Tear,Recluses' River,Dropped by the wandering Furnace Golem in the beginning of the Recluses' River
538,FALSE,Awakening the Furnace Golem,Event,Recluses' River,Crafter a Hefty Furnace Pot (you will have gotten the cookbook for this already if you followed the guide). Climb the top of the ruins near the Furnace Golem and throw the Hefty Furnace Pot into the "cage" of the Furnace Golem's head
539,FALSE,Furnace Golem,Enemy,Recluses' River,"Once awakened, you will be able to fight and defeat this furnace golem for the Bloodsucking Cracked Tear"
540,FALSE,Bloodsucking Cracked Tear,Crystal Tear,Recluses' River,Dropped by the Furnace Golem in the Recluses' River
541,FALSE,Ruins of Unte,SoG/Location,Recluses' River,Found to the East of the Castle Watering Hole SoG
542,FALSE,Giant Golden Arc,Incantation,Ruins of Unte,Found in the room in the Ruins of Unte
543,FALSE,Altar of Darkness,Event,Ruins of Unte,"Found inside the Ruins of Unte. If you found the Stone-Sheathed Sword in Fog Rift Catacombs, you will have an option to ""Raise the Sword"" and create the Sword of Darkness. NOTE: Once you find the Altar of Light later in this guide, you can come back to either altar and convert the sword to Light or Dark. If you would like both swords at once, you will need to obtain another Stone-Sheathed Sword on NG+"
544,FALSE,Sword of Darkness,Straight Sword,Ruins of Unte,Received from interacting with the Altar of Darkness in the Ruins of Unte
545,FALSE,Revered Spirit Ashes,Key Item,Recluses' River,Go back behind the Ruins of Unte and find this on an altar
546,FALSE,Recluses' River Upstream,SoG/Location,Recluses' River,Continue South along the rock face. You will find this next to a cliff ledge
547,FALSE,Scadutree Fragment,SoG/Location,Recluses' River,"Head South along the ledges. Jump across to the ledge on your left and head Northwest. At the end of this path, look to the North and jump to the closest stone pillar. Carefully descend to the next highest point, and then jump down to the water. Head North and find this on a stone coffin near the base of the waterfall"
548,FALSE,Recluses' River Downstream,SoG/Location,Recluses' River,"Make your way back around the canyon, and head toward the South along a new path. Look to your left to find a ledge you can jump down to that has this SoG"
549,FALSE,Moldmonger's Bell Bearing,Bell Bearing,Recluses' River,"Once at the Recluses' River Downstream SoG, look to the Northeast and find a pot hanging from a rope in the rock face. Shoot it down"
550,FALSE,Dryleaf Seal,Seal,Recluses' River,"Head North through the gap in the rock face, then turn toward the Northeast. Head around the Canyon to the other side, and look for a ledge to drop to for this"
551,FALSE,Dryleaf Set,Armor Set,Recluses' River,Continue down the ledges and to the base of the second waterfall. Find this set underneath it
552,FALSE,Village of Flies,SoG/Location,Recluses' River,Return to the Recluses' River Downstream SoG. Head South and down some ledges. Keep an eye out on your right for a path you can take through the rock face. Continue up the hill through this path to find this location
553,FALSE,Man-Fly Ashes,Spirit Ashes,Village of Flies,Found on an altar in the VIllage of Flies
554,FALSE,Revered Spirit Ashes,Key Item,Village of Flies,Head to the furthest point West in the Village of Flies to find this on an altar
555,FALSE,Moldmonger's Bell Bearing,Bell Bearing,Recluses' River,"Return to the Recluses' River Downstream SoG, look to the Northeast and find a pot hanging from a rope in the rock face. Shoot it down. Look over the ledge to find some tombstones jutting out of the rock face. Carefully drop down these to the water and find this in the water after it drops"
556,FALSE,Eastern Nameless Mausoleum,SoG/Location,Recluses' River,Head into the cave to the Northeast and follow this path. You will eventually find this Mausoleum to the left of another waterfall
557,FALSE,Rakshasa,Boss,Eastern Nameless Mausoleum,Found inside the Eastern Nameless Mausoleum. Drops the Rakshasa Set and the Rakshasa's Great Katana
558,FALSE,Rakshasa's Set,Armor Set,Eastern Nameless Mausoleum,Dropped by the Rakshasa boss in the Eastern Nameless Mausoleum
559,FALSE,Rakshasa's Great Katana,Great Katana,Eastern Nameless Mausoleum,Dropped by the Rakshasa boss in the Eastern Nameless Mausoleum
560,FALSE,Scadutree Fragment,Key Item,Recluses' River,"Return back through the cave from before, then head South, then head East to the forested area and find two hippopotamus enemies you can kill, each dropping a Scadutree Fragment"
561,FALSE,Darklight Catacombs,SoG/Location,Recluses' River,"Head back toward the West, and then look for the ledges that lead further down to the South. Continue as the path curves Southeast and then East, and continue dropping down ledges. You will eventually drop to a graveyard in a forest. Continue Northeast to find this in the rockface through a set of doors. Continue in and down the lift to find the SoG"
562,FALSE,Lever 1,Event,Darklight Catacombs,"Head North, then turn right, and then turn left. Follow the path into a new room. At the bottom of the stairs, turn around to your right and go through the next tunnel. Pull this lever"
563,FALSE,Viridian Amber Medallion +3,Talisman,Darklight Catacombs,Go back through the tunnel and through the door on your right. Jump down to your right to a narrow ledge. Follow this around to a broken portion of ledge and drop down again. Jump up to the room and find this in a chest
564,FALSE,Lever 2,Event,Darklight Catacombs,"Return out the doorway and drop down to the stone bridge below. Continue down the bridge and through the tunnel to the lift. At the bottom, continue North and down the stairs to your right. Follow toward the back of the room, and look for a ladder leading up between the two square stone pillars. Turn right at the top and drop down to find this lever in the room"
565,FALSE,Death Knight Set,Armor Set,Darklight Catacombs,Drop down to the stairwell below. Go up the stairs and look for a broken portion of railing to your right just at the top. Drop down and turn around to go into another room. Find this set on the corpse near the ledge
566,FALSE,Lever 3,Event,Darklight Catacombs,"Go back through the doorway and down the ladder in the South of this room. Head through the doorway, then drop down the ledge to the bottom of this room. Head through the tunnel in the East of this room and head down the lift. Continue East and down the stairs. Continue to the East in this large room and turn left. Follow this through a larger doorway to find the third lever"
567,FALSE,Great Ghost Glovewort,Upgrade Mat,Darklight Catacombs,"Upon pulling the third lever, the square platform you passed with the large big mouth imp will drop. Kill this to receive the Great Ghost Glovewort"
568,FALSE,Bigmouth Imp Ashes,Spirit Ashes,Darklight Catacombs,Drop to the South where the square platform was and head into the room. Found in a chest
569,FALSE,"Jori, Elder Inquisitor",Boss,Darklight Catacombs,Head up the ladder in the room with the chest. Continue down the corridor and then drop down. Head South and down a lift. Continue South to find this boss. Drops the Barbed Staff-Spear
570,FALSE,Barbed Staff-Spear,Great Spear,Darklight Catacombs,"Dropped by Jori, Elder Inquisitor"
571,FALSE,Forsaken Graveyard,SoG/Location,Darklight Catacombs,"Found after defeating Jori, Elder Inquisitor"
572,FALSE,Abyssal Woods,Checkpoint,Abyssal Woods,Begin this area by heading South from the Forsaken Graveyard SoG
573,FALSE,Woodland Trail,SoG/Location,Abyssal Woods,Continue South from the Forsaken Graveyard SoG and you will find this SoG along the path
574,FALSE,Madding Hand,Enemy,Abyssal Woods,Follow the path South/Southeast and you will find this enemy stalking the woods. Drops the Madding Hand
575,FALSE,Madding Hand,Fist,Abyssal Woods,Dropped by Madding Hand enemy in the Abyssal Woods
576,FALSE,Map: Abyss,Map,Abyssal Woods,Continue Southeast along the path and you will come up to this map on a pillar
577,FALSE,Church Ruins,SoG/Location,Abyssal Woods,Just beyond the Map: Abyssal Woods location
578,FALSE,Scadutree Fragment,Key Item,Abyssal Woods,Found in the Church Ruins in the Abyssal Woods. Two are found here
579,FALSE,Frenzy Flame Perfume Bottle,Perfume Bottle,Abyssal Woods,Found behind a pillar in the Church Ruins in the Abyssal Woods
580,FALSE,Aged One,Enemy,Abyssal Woods,"From the Church Ruins, head West. Eventually, you will want to start making your way North and look for a branching path. Take the West path and you will find this in a pool of water. NOTE: There are several of these in the woods, but only this specific one drops the Aged One's Exultation Talisman. You have to parry these and then you can hurt them"
581,FALSE,Aged One's Exultation,Talisman,Abyssal Woods,Dropped by the Aged One enemy specified above
582,FALSE,Abyssal Woods (SoG),SoG/Location,Abyssal Woods,"Return to the Woodland Trail SoG, then head West until you find this SoG"
,FALSE,Scadutree Fragment,Key Item,Abyssal Woods,"From here, follow the water North/Northwest to find this near the rock face"
584,FALSE,Divided Falls,SoG/Location,Abyssal Woods,Head West from the Abyssal Woods SoG. You will come to a body of water with two waterfalls to the West of it. Look for the SoG to the right
585,FALSE,Mad Craftsman's Cookbook 1,Cookbook,Abyssal Woods,"From the Divided Falls SoG, head South. Look for a hill on your right and head up. Eventually you will find this near the cliff edge on a corpse"
586,FALSE,Mad Craftsman's Cookbook 2,Cookbook,Abyssal Woods,"Return to the Divided Falls SoG, and head Southeast. Continue under a large stone platform. And past that, curve to the Southwest. Turn left near the rock face and go up the hill East. Continue going and you will come up to a large tree with this to the right"
587,FALSE,Midra's Manse,SoG/Location,Abyssal Woods,"From the Mad Craftsman's Cookbook 2, head Northwest and find a way to drop down to your left. Once you do so, head South and continue dropping down small ledges. You will eventually see a structure in the distance. Continue to that and you will find a doorway leading in"
588,FALSE,Manse Hall,SoG/Location,Midra's Manse,"Found just inside the doorway of Midra's Manse, found in the Southwest part of the Abyssal Woods"
589,FALSE,Ghost,Ghost,Midra's Manse,This ghost will speak to you upon entering Midra's Manse. You can speak to it for additional dialogue
590,FALSE,Painting Illusory Wall,Secret,Midra's Manse,"To the East of the Manse Hall SoG, you will see a painting. Hit it and you will reveal a passageway"
591,FALSE,Torn Diary Page,Key Item,Midra's Manse,Head through the illusory wall and into the first room on the left to find this
592,FALSE,Lever 1,Event,Midra's Manse,"Continue through the hallway and into the next room, then take the first left. Go in this room, take a right and another right between the wall and the pillar. Continue to the back of the room and you will see a doorway on the left. Pull the lever"
593,FALSE,Mad Craftsman's Cookbook 3,Cookbook,Midra's Manse,Continue out and hug the wall on the right. Head straight back and climb up the ladder. Head to the doorway across the room. Turn right and head up the ladder at the end of the room. Walk across the broken flooring/rafters until you find a room to jump to on the right. Found on a corpse in this room
594,FALSE,Midra's Library,SoG/Location,Midra's Manse,"Head out the doorway, back to the rafters, and turn right. Go straight into the next room to find this SoG"
595,FALSE,Shortcut to Manse Hall,Shortcut,Midra's Manse,"Head out the doorway and look for a ladder to the right. Climb down and turn around, go behind the shelf and into the room. Enter the doorway on the other side to open the shortcut "
596,FALSE,Large Painting Illusory Wall,Secret,Midra's Manse,"In the room leading to the shortcut, strike the large painting and reveal the illusory wall"
597,FALSE,Lever 2,Event,Midra's Manse,"Continue through the new room and up the stairs, then up the ladder. Continue to the other side and pull the lever"
598,FALSE,Nanaya's Torch,Utility Item,Midra's Manse,Jump to the platform to the North. Then again to the North. Turn left and head across the new path. Follow the rafters around the edges of the room to find this on a corpse
599,FALSE,Revered Spirit Ashes,Key Item,Midra's Manse,Drop down to the North. Kill the giant enemy just below you to get this
600,FALSE,Second Floor Chamber,SoG/Location,Midra's Manse,Go up the stairs to the East. Continue through the first room and into the next room to find this
601,FALSE,Shortcut Ladder,Shortcut,Midra's Manse,Continue to the North to find a ladder to kick down
602,FALSE,Revered Spirit Ashes,Key Item,Midra's Manse,"Do not climb down the ladder. Instead, jump across to the chandelier to get this"
603,FALSE,"Midra, Lord of Frenzied Flame",Boss,Midra's Manse,Go through the doorway to the East from the Second Floor Chamber SoG to find the boss gate to the left. Go through to fight this boss. Drops remembrance of the Lord of Frenzied Flame
604,FALSE,Remembrance of the Lord of Frenzied Flame,Remembrance,Midra's Manse,"Dropped by Midra, Lord of Frenzied Flame in Midra's Manse"
605,FALSE,Discussion Chamber,SoG/Location,Midra's Manse,Found after defeating Midra
606,FALSE,Hinterlands,Checkpoint,Hinterlands,"To begin this section, return to the Shadow Keep, Back Gate SoG"
607,FALSE,Commander Gaius,Boss,Scadu Altus,"Go back up to the Shadow Keep, Back Gate SoG, then continue through the doorway to the Northeast to encounter this boss. Drops the Remembrance of the Wild Boar Rider"
608,FALSE,Remembrance of the Wild Boar Rider,Remembrance,Scadu Altus,"Dropped by Commander Gaius near the Shadow Keep, Back Gate SoG"
609,FALSE,Scaduview,SoG/Location,Scadu Altus,Head Northwest to find this SoG after defeating Commander Gaius
610,FALSE,Albinauric's Shack,SoG/Location,Scadu Altus,Head Northwest from the SoG and through the archway. Continue up the hill directly Northwest to find this
611,FALSE,Sharpshot Talisman,Talisman,Scadu Altus,Found in the Albinauric's Shack in the back part of Shadow Keep in Scadu Altus
612,FALSE,Albinauric Wolf Rider,Enemy,Scadu Altus,Found near the Albinauric's Shack in the back part of Shadow Keep in Scadu Altus. Kill it for the Gaius's Greaves
613,FALSE,Gaius's Greaves,Leg Armor,Scadu Altus,Dropped by the Albinauric Wolf Rider near the Albinauric's Shack
614,FALSE,Scadutree Chalice,SoG/Location,Scadu Altus,Continue North up the hill to find a large structure
615,FALSE,Scadutree Fragment,Key Item,Scadu Altus,Continue through the archway to find these. Five found in total here
616,FALSE,Hinterland (SoG),SoG/Location,Hinterlands,"Return to the room with the Marika statue, near the Shadow Keep, Back Gate SoG. Continue through the shortcut (or open it using the O Mother emote if you haven't already). You will find this just down the hill"
617,FALSE,Tree Sentinel Duo,Boss,Hinterlands,"These will be patrolling the area directly East of the Hinterlands SoG. You can fight them separately or together. You can also summon Swordhand of Night Jolan nearby if you have done the first task of Count Ymir and spoken to Jolan already. NOTE: You need to lure them both and then summon Jolan. If you only aggro one, Jolan will return home and not aid in fighting the second one"
618,FALSE,Shaman Village,SoG/Location,Hinterlands,Return to the Hinterland SoG and head Southeast/East to find a path leading upward over a hill. This will take you to this location
619,FALSE,Minor Erdtree (Incantation),Incantation,Hinterlands,"Found in the field in the beginning of the Shaman Village location NOTE: This is an incantation, not a location"
620,FALSE,Golden Braid,Talisman,Hinterlands,Continue up the hill South/Southwest and find this on a large tree
621,FALSE,Hinterland Bridge,SoG/Location,Hinterlands,"Return down the path you came, then head Northeast toward a bridge. Cross the bridge to find this SoG"
622,FALSE,Fingerstone Hill,SoG/Location,Hinterlands,Continue from the Hinterland's Bridge SoG toward the East to find this grace
623,FALSE,Fallingstar Beast,Boss,Hinterlands,"From the Fingerstone Hill SoG, continue Northeast and to a crater to find this boss. Defeat it to get the Gravitational Missile sorcery"
624,FALSE,Gravitational Missile,Sorcery,Hinterlands,Dropped by the Fallingstar Beast Northeast of the Fingerstone Hill SoG
625,FALSE,Two Fingers (Gesture),Gesture,Hinterlands,"Return to the Fingerstone Hill SoG, then continue making your way Southeast down the hill. Look to your left as you go for a cliff/ledge you can jump down (this should be about when the greenish colored smoke starts to show). Once you jump down, head directly North. You will find this on a corpse with both arms sticking straight up"
626,FALSE,Mausoleum Coffin,Mausoleum,Hinterlands,Head Southeast from the Two Fingers gesture to find this near the ledge
627,FALSE,Very Large Fingers,Enemy,Hinterlands,Head directly South and look for a hole in the ground that you can drop down to. This will contain the Very Large Fingers enemy. Drops the Finger Creeper Ashes
628,FALSE,Fingercreeper Ashes,Spirit Ashes,Hinterlands,Dropped by the Very Large Fingers enemy in the Hinterlands
629,FALSE,Finger Ruins of Dheo,SoG/Location,Hinterlands,Head South and follow the finger statues until you find the ruins
630,FALSE,Ring the 2nd Bell,Event,Hinterlands,In the center of the ruins you can ring another bell for Count Ymir. Do so now and receive the Cerulean Seed Talisman +1
631,FALSE,Cerulean Seed Talisman +1,Talisman,Hinterlands,Obtained by ringing the bell in the Finger Ruins of Dheo for Count Ymir
632,FALSE,Jolan,NPC,Scadu Altus,Return to Jolan and speak to them about ringing the second bell 
633,FALSE,Count Ymir,NPC,Scadu Altus,Speak to Count Ymir about ringing the second bell. You will be given the third ruins map
634,FALSE,Ruins Map 3,Quest Item,Scadu Altus,Given to you by Count Ymir after ringing the second bell. Purchase any remaining sorceries you may need from him as this will unlock another one for you
635,FALSE,Count Ymir,NPC,Scadu Altus,Speak to Count Ymir again and exhaust dialogue
636,FALSE,Ring the 3rd Bell,Event,Scadu Altus,Return to the Finger Ruins of Miyr below Count Ymir's chair (You may need to reload so he disappears). Ring this bell and you will be teleported to the boss arena
637,FALSE,"Metyr, Mother of Fingers",Boss,Scadu Altus,Found in the new location after ringing the Miyr bell and being teleported. Drops the Remembrance of the Mother of Fingers
638,FALSE,Remembrance of the Mother of Fingers,Remembrance,Scadu Altus,"Received for defeating Metyr, Mother of Fingers. NOTE: DO NOT DUPLICATE THIS REMEMBRANCE. The boss is required for the second playthrough, so there is no reason to duplicate this on your first playthrough unless you intend to fight every remembrance boss on both playthroughs"
639,FALSE,Finger Birthing Grounds,SoG/Location,Scadu Altus,"Found in the boss arena after defeating Metyr, Mother of Fingers"
640,FALSE,"Swordhand of Night, Jolan",Invader,Scadu Altus,Return to the cathedral above and make your way to Count Ymir's chair. You will be invaded by Jolan
641,FALSE,"Count Ymir, Mother of Fingers",Boss,Scadu Altus,"Wait for Count Ymir to finish speaking after defeating Jolan, and he will begin attacking the player. Defeat him for the Maternal Staff and High Priest's Set."
642,FALSE,Ymir's Bell Bearing,Bell Bearing,Scadu Altus,"Dropped by Count Ymir, Mother of Fingers "
643,FALSE,Maternal Staff,Staff,Scadu Altus,"Dropped by Count Ymir, Mother of Fingers "
644,FALSE,High Priest Set,Armor Set,Scadu Altus,"Dropped by Count Ymir, Mother of Fingers "
645,FALSE,Jolan,NPC,Scadu Altus,"Rest at the SoG after defeating Count Ymir and go back to Jolan to speak her. You will have the option to give her the Iris of Grace of the Iris of Occultation. NOTE: You will need to complete these steps again on another playthrough in order to get both rewards. The Iris of Grace will reward you with the Swordhand of Night Jolan spirit ashes, and the Iris of Occultation will reward you with the Sword of Night katana (And end the questline for Jolan)"
646,FALSE,Giving Jolan the Iris of Grace,Event,Scadu Altus,Give Jolan the Iris of Grace to receive the Swordhand of Night Jolan Spirit Ashes and continue her questline
647,FALSE,Giving Jolan the Iris of Occultation,Event,Scadu Altus,Give Jolan the Iris of Occultation to get the Sword of Night katana and end her questline
648,FALSE,Swordhand of Night Jolan,Spirit Ashes,Scadu Altus,Received from Jolan after giving her the Iris of Grace
649,FALSE,Sword of Night,Katana,Scadu Altus,Received from Jolan after giving her the Iris of Occultation
650,FALSE,Cherishing Fingers,Sorcery,Scadu Altus,"Head outside the cathedral to the West, and find this on one of the gravestones in the graveyard. NOTE: Only available after completing Count Ymir's questline"
651,FALSE,Jolan and Anna,Spirit Ashes,Hinterlands,"Return to the Shaman Village location via the Hinterland SoG. Once back in the Shaman Village, head Southeast and to the cliff edge. Look to the Southwest and you will see some ledges you can carefully drop down. Then head Southeast again and look for more ledges to drop down. Keep doing so until you are near the top of Rabbath's Rise. Look for a balcony you can drop down to leading into the top of the tower. Interact with Anna's statue and select ""YES"". NOTE: Not obtainable if you gave Jolan the Iris of Occultation earlier"
652,FALSE,Rauh Base,Checkpoint,Rauh Base,"To begin this section, return to the Moorth Ruins SoG. We will be doing the Ancient Ruins Base and getting the map before proceeding with the rest of the ruins"
653,FALSE,Scadutree Fragment,Key Item,Scadu Altus,"From the Moorth Ruins SoG, head North/Northeast until you come across a pond of water. Continue across to the Northern edge and into a cave to find this"
654,FALSE,Heal from Afar,Incantation,Scadu Altus,"Continue through the tunnel to find this at the base of a golden tree, near some perfumer enemies"
655,FALSE,Forager Brood Cookbook 5,Cookbook,Scadu Altus,"Once you exit the tunnel on the other side and into the poison swamp, head to the Northeast section to find a forager brood that you can interact with to get this cookbook"
656,FALSE,Gravebird Anklets,Leg Armor,Scadu Altus,Continue to the Northwest section of it to find these near some deathbirds
657,FALSE,Ancient Ruins Base,SoG/Location,Rauh Base,Look for a cave nearby where you found the Gravebird Gauntlets. Continue through the tunnel and this should pop you out near the SoG
658,FALSE,Pearl Shield Talisman,Talisman,Rauh Base,"From the Ancient Ruins Base SoG, head Northwest and you will find this in a chest in the Messmer camp"
659,FALSE,Bloodfiend's Sacred Spear,Great Spear,Rauh Base,"Continue Northeast and then North from the Pearl Shield Talisman, or directly North from the Ancient Ruins Base SoG. You will eventually come across a pool of water with several fiend enemies nearby. Find this in the pool of water"
660,FALSE,Taylew's Ruined Forge,SoG/Location,Rauh Base,"From the Bloodfiend's Sacred Spear location, head East and you will find some archways with the door to this location beneath them. Continue in to rest at the SoG. NOTE: Contains lots of upgrade materials"
661,FALSE,Smithscript Axe,Axe,Taylew's Ruined Forge,"Head East into the tunnel and take a left once in the next room. Cross the bridge and drop down near the ladder. Continue through the doorway and down the stairs, and jump across the broken floor. Head into the room to find the Smithscript Axe"
662,FALSE,Smithscript Greathammer,Great Hammer,Taylew's Ruined Forge,"Return through the doorway and head Southwest, jumping to the pillar slanted in the lave. Jump to the other side and look for this to the left behind some rubble"
663,FALSE,Ancient Dragon Smithing Stone,Upgrade Mat,Taylew's Ruined Forge,Jump back to the pillar and head up to the top of it. Jump down to the left. And head Northwest. Look out on the balcony to the left of this room to find this
664,FALSE,Smithscript Shield,Small Shield,Taylew's Ruined Forge,"From here, jump back to the pillar in the lava to the South. Continue running up and then jump to the right. Head South through the corridor. Look to your right for a broken pillar to climb up. Turn right and find this on the ground on a corpse"
665,FALSE,Lever,Event,Taylew's Ruined Forge,Turn back and drop down to your left. Head Northeast through the corridor. Turn right and jump over the railing. Head through the corridor Southwest. Turn left and go up the ladder at the end of this hall. Head up the stairs and pull the lever
666,FALSE,Taylew Altar,Event,Taylew's Ruined Forge,Drop down to the Southwest of this room to the platform. Drop to the right. Wait for the pillar to be fully dropped into the alva. Head Northwest to the end of the path and you will see a broken wall on your right. Use this location to jump to the large pillar in the lava. Head up the pillar and jump off to the left. Use the ladder on the right. Then examine the altar
667,FALSE,Taylew the Golem Smith,Spirit Ashes,Taylew's Ruined Forge,Received from examining the Taylew Altar in Taylew Ruins
668,FALSE,Ancient Dragon Smithing Stone,Upgrade Mat,Taylew's Ruined Forge,Received from examining the Taylew Altar in Taylew Ruins
669,FALSE,Larval Tear,Key Item,Rauh Base,Return to the Ancient Ruins Base SoG and continue Southwest and past two large golem enemies. You will find this near the spectral gravestones. Near the ledge. NOTE: Need to do this at night
670,FALSE,Stone Cairn,Event,Rauh Base,Continue West from the Larval Tear and up onto the ledges to your left. Destroy this Stone Cairn
671,FALSE,Northern Nameless Mausoleum,SoG/Location,Scadu Altus,"Head North from the Stone Cairn and down the ledges, and use the spirit spring near the rubble to jump up and to the Southeast. Go up the ledge and use the next spirit spring to jump up to the South, then ride down the hill to find this"
672,FALSE,Red Bear,Boss,Northern Nameless Mausoleum,Head inside the Northern Nameless Mausoleum to find this boss. Drops the Red Bear's Claw and the Iron Rivet Set 
673,FALSE,Red Bear's Claw,Beast Claw,Northern Nameless Mausoleum,Dropped by the Red Bear boss in the Northern Nameless Mausoleum
674,FALSE,Iron Rivet Set,Armor Set,Northern Nameless Mausoleum,Dropped by the Red Bear boss in the Northern Nameless Mausoleum. NOTE: This includes the Fang Helm
675,FALSE,Map: Rauh Ruins,Map,Rauh Base,Continue West from the Larval Tear. You will find this on a pillar
676,FALSE,Temple Town Ruins,SoG/Location,Rauh Base,Continue West from the map altar to find this location
677,FALSE,Temple Town Ruins (SoG),SoG/Location,Temple Town Ruins,"If you take the right path after making your way into the ruins, you will eventually come across this grace"
678,FALSE,Revered Spirit Ashes,Key Item,Temple Town Ruins,Head to the Southern side of the Temple Town Ruins and then continue South to the cliff edge to find this on an altar
679,FALSE,Scadutree Fragment,Key Item,Temple Town Ruins,Head back to the Temple Town Ruins and head in by going through a small hole in the wall. Head up the stairs to the right. Continue along the path to the roof and then drop down at the end. Turn around and jump up into the small room that you dropped down in front of and you will find this on a corpse
680,FALSE,Two-Handed Sword Talisman,Talisman,Temple Town Ruins,"Head outside the Temple Town Ruins to the Southwest. Look for a broken wall just outside the ruins that you can jump to. Re enter the ruins by jumping up to a higher section, and follow the path and stairs until you find this in a building in a chest  "
681,FALSE,Divine Bird Warrior Ornis,Spirit Ashes,Rauh Base,"From the Temple Town Ruins SoG, head North and hug the rock face to your right. You will curve around and find a spirit spring. Jump up and to the Southeast, just over a ruins and into a small cave. Continue through to the other side, turn left and you will find a building with this in the chest"
682,FALSE,Antiquity Scholar's Cookbook 1,Cookbook,Rauh Base,Return to the spirit spring and jump back down. Head North along the water. Continue looking to the right for a small cave with a Pot-Wielding Shadow enemy. Kill it for this cookbook
683,FALSE,Gravebird's Blackquill Armor,Armor Set,Rauh Base,"Head back out of the cave and head directly East. You will find a hill with a path that has some bird statues. At the end of the path, this will be in front of a shrine"
684,FALSE,Ash of War: The Poison Flower Blooms Twice,Ash of War,Rauh Base,Head back to the edge of the water and continue North. Keep an eye out to the left for a scarab to kill. This will be near the Horned Warrior roaming the area
685,FALSE,Ravine North,SoG/Location,Rauh Base,Head North from the Ash of War from before and you will find this SoG
686,FALSE,Scorpion River Catacombs,SoG/Location,Rauh Base,Continue along the river West. Follow this until you find the gravestones in the water and follow the water to the South/Southwest. You will come across the door to this area. Take the lift down to the SoG
687,FALSE,Directional Step,Event,Scorpion River Catacombs,"Head through the tunnel. Take the first left and head down the stairs. Continue across to the Northeast. Head down more stairs and take a left. Take a right down more stairs and head through the next tunnel. Head down some more stairs and take a right, then down more stairs. Be careful of the spiked ceiling coming down above"
688,FALSE,Black Knight Captain Huw,Spirit Ashes,Scorpion River Catacombs,"Head across this trapped room to the other side, then take a right and into another large room with a spike trap ceiling. Head to the Northwest part of the room and find this on the altar"
689,FALSE,Imp Head (Lion),Helmet,Scorpion River Catacombs,"Head Southeast across the room and to the left to find a ladder. Head up, and across to the East. Wait for the spike trap to come down, then jump over the railing and onto it. Head North and drop down to the small ledge/platform to find this"
690,FALSE,Knight's Lightning Spear,Incantation,Scorpion River Catacombs,"Drop down onto the spike ceiling trap to the Southeast, then to the narrow ledge to your left with the small gecko statue. Follow the tunnel on the left to the Northeast. Find this in the room guarded by two Lion Imp enemies"
691,FALSE,Directional Step,Event,Scorpion River Catacombs,"Head back and take the first set of stairs on your left and head up. Follow the tunnel and head straight across, jump down. Turn left and head down the lift. Head Southeast and turn right. Continue down the stairs, then up the rubble. Turn right, then left and head into the large room. Head past the big mouth imp enemy and down the stairs. Head to the Southeast and into the next tunnel"
